# TEST CONFIGURATION BEGIN
# FileStream(filename='covtype.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ARD] AdaptiveRandomForest(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.001), grace_period=10, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.1, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.005, warning_detection_method=ADWIN(delta=0.01))
# EvaluatePrequentialAndAdapt(batch_size=1, data_points_for_classification=False, max_samples=581012, max_time=inf, metaKB={0.0: 60, 0.1: 30, 0.2: 30, 0.3: 30, 0.4: 60, 0.5: 70, 0.6: 60, 0.7: 30, 0.8: 30, 0.9: 30}, metrics=['accuracy', 'kappa', 'running_time', 'ram_hours'], n_wait=1000, output_file='Covertype_AdativeSetting_Trees_Adapt_Drift_ARDClassic_Run0.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARD],current_acc_[ARD],mean_kappa_[ARD],current_kappa_[ARD],training_time_[ARD],testing_time_[ARD],total_running_time_[ARD],ram_hours_[ARD]
232999,0.944729,0.950000,0.890566,0.918601,23060.189005,2433.256240,25493.445244,1.193847
233999,0.944735,0.946000,0.890732,0.916346,23148.569432,2440.950822,25589.520254,1.201043
234999,0.944736,0.945000,0.890912,0.917582,23239.530569,2449.096370,25688.626939,1.207195
235999,0.944635,0.921000,0.890904,0.883553,23331.043592,2456.511614,25787.555206,1.213695
236999,0.944586,0.933000,0.891015,0.902322,23438.310504,2465.721825,25904.032329,1.220431
237999,0.944542,0.934000,0.891118,0.901310,23565.271123,2477.742359,26043.013482,1.227926
238999,0.944443,0.921000,0.891140,0.884627,23708.569744,2491.469689,26200.039433,1.237283
239999,0.944395,0.933000,0.891283,0.903927,23836.064261,2503.706438,26339.770698,1.243982
240999,0.944390,0.943000,0.891507,0.916657,23973.067069,2517.193730,26490.260799,1.252206
241999,0.944256,0.912000,0.891487,0.871759,24104.888288,2530.364634,26635.252922,1.257995
242999,0.944040,0.892000,0.891256,0.833031,24237.166421,2543.462405,26780.628826,1.264424
243999,0.943946,0.921000,0.891230,0.873858,24314.361412,2550.685963,26865.047375,1.267111
244999,0.943832,0.916000,0.891127,0.855535,24441.821441,2563.682101,27005.503542,1.272505
245999,0.943865,0.952000,0.891290,0.914434,24572.579211,2577.421812,27150.001023,1.279098
246999,0.943865,0.944000,0.891464,0.908643,24692.361825,2589.299448,27281.661273,1.285795
247999,0.943838,0.937000,0.891593,0.898080,24777.871890,2598.297641,27376.169530,1.289320
248999,0.943867,0.951000,0.891858,0.922580,24850.506181,2605.708940,27456.215121,1.292441
249999,0.943851,0.940000,0.891960,0.897290,24952.171652,2616.305558,27568.477210,1.297114
250999,0.943804,0.932000,0.892063,0.898372,25051.112852,2626.445727,27677.558580,1.301678
251999,0.943737,0.927000,0.892209,0.891864,25179.831882,2639.517287,27819.349169,1.308626
252999,0.943734,0.943000,0.892321,0.908918,25315.028125,2652.894289,27967.922414,1.316815
253999,0.943716,0.939000,0.892594,0.911288,25394.093557,2659.886416,28053.979974,1.321704
254999,0.943721,0.945000,0.892817,0.913399,25471.880437,2666.929674,28138.810111,1.326492
255999,0.943671,0.931000,0.892830,0.888285,25563.256696,2676.466435,28239.723131,1.330849
256999,0.943695,0.950000,0.893120,0.926308,25635.534771,2683.486728,28319.021499,1.334563
257999,0.943735,0.954000,0.893382,0.926218,25711.289551,2691.135349,28402.424900,1.338487
258999,0.943791,0.958000,0.893590,0.930601,25831.614093,2704.090609,28535.704702,1.345614
259999,0.943764,0.937000,0.893721,0.905966,25960.414084,2717.553765,28677.967848,1.354191
260999,0.943785,0.949000,0.894031,0.926691,26091.074284,2731.179153,28822.253437,1.363711
261999,0.943808,0.950000,0.894389,0.929811,26173.071125,2739.048286,28912.119411,1.369824
262999,0.943813,0.945000,0.894688,0.922390,26287.372822,2751.352956,29038.725779,1.377607
263999,0.943692,0.912000,0.894761,0.879955,26392.484438,2761.340300,29153.824738,1.385111
264999,0.943501,0.893000,0.894725,0.855729,26482.430042,2768.905892,29251.335935,1.390386
265999,0.943333,0.899000,0.894706,0.862756,26591.910653,2778.918588,29370.829241,1.397072
266999,0.943283,0.930000,0.894818,0.899872,26695.734133,2788.281714,29484.015847,1.403504
267999,0.943208,0.923000,0.894872,0.888586,26793.101955,2797.088301,29590.190256,1.409783
268999,0.943132,0.923000,0.894939,0.890641,26878.802814,2804.464254,29683.267067,1.415565
269999,0.943028,0.915000,0.894986,0.881971,27003.522262,2816.286270,29819.808532,1.422720
270999,0.942914,0.912000,0.895035,0.878286,27115.673615,2827.253734,29942.927349,1.429207
271999,0.942862,0.929000,0.895215,0.902788,27198.871540,2835.052562,30033.924101,1.433664
272999,0.942716,0.903000,0.895260,0.867443,27330.129424,2848.606192,30178.735616,1.441141
273999,0.942666,0.929000,0.895511,0.904447,27425.812420,2857.812781,30283.625201,1.446280
274999,0.942566,0.915000,0.895635,0.883720,27551.015971,2870.602036,30421.618007,1.452908
275999,0.942524,0.931000,0.895847,0.909509,27662.475667,2882.392116,30544.867783,1.458931
276999,0.942410,0.911000,0.895962,0.879948,27757.273227,2891.661837,30648.935063,1.464579
277999,0.942304,0.913000,0.896105,0.880852,27840.194815,2899.434888,30739.629703,1.468782
278999,0.942253,0.928000,0.896264,0.901539,27941.191589,2909.768645,30850.960234,1.474234
279999,0.942202,0.928000,0.896425,0.905709,28025.313616,2917.682809,30942.996425,1.478768
280999,0.942197,0.941000,0.896764,0.919360,28120.687972,2926.941268,31047.629240,1.484047
281999,0.942108,0.917000,0.896893,0.887531,28251.237866,2940.318885,31191.556751,1.492096
282999,0.942104,0.941000,0.897148,0.923200,28379.369190,2952.908487,31332.277677,1.500422
283999,0.942125,0.948000,0.897455,0.933572,28462.704695,2960.305900,31423.010595,1.506030
284999,0.942152,0.950000,0.897850,0.932908,28556.177120,2968.582243,31524.759363,1.511414
285999,0.942162,0.945000,0.898138,0.925881,28665.270402,2978.609035,31643.879437,1.518155
286999,0.942172,0.945000,0.898393,0.928172,28792.574216,2990.714393,31783.288609,1.526092
287999,0.942179,0.944000,0.898647,0.927239,28888.732522,2998.795571,31887.528092,1.532467
288999,0.942206,0.950000,0.898995,0.933083,28995.859555,3008.243431,32004.102986,1.539516
289999,0.942153,0.927000,0.899129,0.904916,29102.122889,3017.622691,32119.745580,1.546738
290999,0.942132,0.936000,0.899303,0.916724,29206.965673,3026.779272,32233.744945,1.553275
291999,0.942097,0.932000,0.899435,0.910799,29323.218175,3037.107612,32360.325787,1.560878
292999,0.942131,0.952000,0.899677,0.936714,29449.229503,3049.031149,32498.260652,1.569492
293999,0.942175,0.955000,0.899971,0.941369,29533.948155,3056.398984,32590.347140,1.575503
294999,0.942191,0.947000,0.900216,0.930298,29636.591108,3065.911760,32702.502869,1.582289
295999,0.942170,0.936000,0.900389,0.915921,29723.006089,3073.348452,32796.354541,1.588350
296999,0.942150,0.936000,0.900549,0.916446,29851.090806,3085.389438,32936.480245,1.596995
297999,0.942163,0.946000,0.900719,0.927232,29966.227564,3096.263128,33062.490692,1.605087
298999,0.942212,0.957000,0.900974,0.942551,30092.576275,3108.766226,33201.342501,1.613887
299999,0.942241,0.951000,0.901142,0.930666,30221.078818,3122.050362,33343.129181,1.623246
300999,0.942327,0.968000,0.901417,0.954973,30332.421486,3133.388233,33465.809719,1.631945
301999,0.942379,0.958000,0.901587,0.937736,30447.064630,3145.088850,33592.153481,1.640343
302999,0.942450,0.964000,0.901779,0.946319,30563.494367,3157.400610,33720.894977,1.648849
303999,0.942479,0.951000,0.901892,0.926187,30671.879743,3168.569505,33840.449247,1.656416
304999,0.942507,0.951000,0.901986,0.923831,30749.589315,3175.751784,33925.341099,1.661903
305999,0.942462,0.929000,0.901952,0.889139,30839.009604,3183.540154,34022.549758,1.668140
306999,0.942379,0.917000,0.901845,0.867894,30978.353834,3196.584758,34174.938592,1.678564
307999,0.942261,0.906000,0.901694,0.848608,31080.732673,3205.298356,34286.031029,1.684071
308999,0.942273,0.946000,0.901773,0.910381,31171.969745,3214.040578,34386.010324,1.688450
309999,0.942295,0.949000,0.901859,0.915758,31290.777278,3226.474294,34517.251572,1.694921
310999,0.942346,0.958000,0.901977,0.930477,31411.583014,3239.293552,34650.876566,1.702340
311999,0.942373,0.951000,0.902040,0.918914,31513.137969,3249.092974,34762.230943,1.708440
312999,0.942340,0.932000,0.901966,0.875134,31611.991873,3258.949883,34870.941757,1.713905
313999,0.942294,0.928000,0.901910,0.878963,31691.900964,3266.193326,34958.094291,1.718251
314999,0.942268,0.934000,0.901866,0.884700,31792.727205,3275.497731,35068.224936,1.724052
315999,0.942191,0.918000,0.901721,0.850960,31902.761770,3285.536213,35188.297983,1.729718
316999,0.942241,0.958000,0.901784,0.921817,32017.553206,3297.871388,35315.424594,1.735533
317999,0.942316,0.966000,0.901883,0.935303,32138.693623,3310.684389,35449.378012,1.741894
318999,0.942406,0.971000,0.902026,0.947314,32255.961706,3323.393376,35579.355081,1.748296
319999,0.942492,0.970000,0.902176,0.947829,32377.370344,3336.488685,35713.859030,1.755415
320999,0.942609,0.980000,0.902372,0.963458,32496.800732,3349.419300,35846.220031,1.762845
321999,0.942669,0.962000,0.902483,0.935369,32586.730954,3359.150217,35945.881172,1.766960
322999,0.942766,0.974000,0.902661,0.955440,32659.228265,3366.694733,36025.922999,1.770580
323999,0.942755,0.939000,0.902661,0.898052,32730.249660,3373.531633,36103.781293,1.774398
324999,0.942777,0.950000,0.902740,0.918591,32839.612603,3385.222131,36224.834734,1.780408
325999,0.942827,0.959000,0.902831,0.928819,32963.986691,3397.821825,36361.808516,1.788443
326999,0.942855,0.952000,0.902892,0.920124,33071.278465,3408.003056,36479.281522,1.794762
327999,0.942868,0.947000,0.902931,0.906185,33168.717200,3417.059376,36585.776576,1.801093
328999,0.942813,0.925000,0.902836,0.870639,33276.247825,3426.793515,36703.041341,1.807805
329999,0.942835,0.950000,0.902890,0.911873,33403.926326,3439.272856,36843.199182,1.816950
330999,0.942851,0.948000,0.902918,0.909412,33512.705550,3448.767544,36961.473094,1.825168
331999,0.942815,0.931000,0.902897,0.888325,33597.816680,3455.668055,37053.484735,1.831797
332999,0.942785,0.933000,0.902852,0.882340,33702.212720,3464.614068,37166.826788,1.839085
333999,0.942699,0.914000,0.902721,0.858551,33810.296966,3473.464313,37283.761279,1.846011
334999,0.942688,0.939000,0.902724,0.892793,33927.068620,3484.277174,37411.345794,1.853158
335999,0.942659,0.933000,0.902701,0.888531,34037.710469,3494.189170,37531.899640,1.859770
336999,0.942631,0.933000,0.902709,0.893893,34126.142539,3501.911216,37628.053754,1.864997
337999,0.942649,0.949000,0.902752,0.912839,34233.324743,3511.775498,37745.100241,1.871866
338999,0.942677,0.952000,0.902838,0.923753,34314.693061,3518.706646,37833.399707,1.877375
339999,0.942696,0.949000,0.902886,0.910081,34407.922923,3527.525287,37935.448210,1.883188
340999,0.942714,0.949000,0.902954,0.919560,34488.580127,3534.462447,38023.042575,1.888518
341999,0.942721,0.945000,0.902968,0.902809,34605.651801,3545.611354,38151.263155,1.896984
342999,0.942722,0.943000,0.903002,0.910529,34738.490335,3558.447662,38296.937998,1.907739
343999,0.942737,0.948000,0.903021,0.908539,34825.948990,3565.451335,38391.400325,1.915049
344999,0.942761,0.951000,0.903094,0.922535,34914.416641,3573.212118,38487.628759,1.921836
345999,0.942767,0.945000,0.903122,0.911257,35047.905606,3585.949502,38633.855108,1.933343
346999,0.942725,0.928000,0.903055,0.876897,35194.440277,3599.237406,38793.677682,1.946445
347999,0.942734,0.946000,0.903118,0.914911,35294.684617,3607.650876,38902.335493,1.955201
348999,0.942729,0.941000,0.903158,0.911101,35425.594017,3619.653304,39045.247321,1.966265
349999,0.942710,0.936000,0.903172,0.903079,35570.916437,3632.932901,39203.849337,1.979705
350999,0.942757,0.959000,0.903321,0.937971,35689.194996,3643.704724,39332.899720,1.990309
351999,0.942752,0.941000,0.903387,0.914928,35817.445022,3655.009871,39472.454893,2.000462
352999,0.942718,0.931000,0.903380,0.895269,35942.001883,3665.796042,39607.797925,2.010219
353999,0.942736,0.949000,0.903493,0.925096,36035.719432,3672.955589,39708.675021,2.017690
354999,0.942694,0.928000,0.903503,0.897932,36135.995698,3680.230243,39816.225941,2.025535
355999,0.942729,0.955000,0.903598,0.930826,36237.536859,3688.059838,39925.596698,2.033067
356999,0.942752,0.951000,0.903696,0.928569,36369.804317,3700.092308,40069.896625,2.043731
357999,0.942775,0.951000,0.903794,0.929509,36517.787374,3713.372412,40231.159786,2.056181
358999,0.942770,0.941000,0.903840,0.912511,36664.685452,3726.697376,40391.382828,2.069004
359999,0.942774,0.944000,0.903873,0.913858,36811.576284,3740.142349,40551.718633,2.082018
360999,0.942719,0.923000,0.903793,0.874068,36934.504164,3751.109797,40685.613961,2.091572
361999,0.942761,0.958000,0.903877,0.931826,37065.498494,3764.089145,40829.587639,2.102392
362999,0.942784,0.951000,0.903923,0.920016,37201.774096,3777.007444,40978.781541,2.114461
363999,0.942837,0.962000,0.904037,0.941040,37283.668061,3784.060392,41067.728454,2.121883
364999,0.942826,0.939000,0.904019,0.896544,37381.584538,3792.483809,41174.068347,2.129959
365999,0.942829,0.944000,0.904054,0.914009,37467.105351,3799.557079,41266.662430,2.136899
366999,0.942767,0.920000,0.903978,0.877481,37562.241898,3806.811309,41369.053207,2.144321
367999,0.942776,0.946000,0.904036,0.920783,37656.188058,3813.878396,41470.066454,2.151622
368999,0.942774,0.942000,0.904091,0.917597,37762.488716,3822.531427,41585.020143,2.158866
369999,0.942747,0.933000,0.904078,0.896940,37894.667845,3834.562777,41729.230622,2.167597
370999,0.942710,0.929000,0.904053,0.892398,37982.374164,3841.682695,41824.056859,2.173138
371999,0.942676,0.930000,0.904056,0.900146,38098.214895,3852.391006,41950.605900,2.180527
372999,0.942701,0.952000,0.904132,0.926514,38205.467309,3862.318553,42067.785862,2.187158
373999,0.942729,0.953000,0.904219,0.928385,38341.206786,3875.534035,42216.740821,2.196773
374999,0.942788,0.965000,0.904353,0.945744,38453.527643,3885.973236,42339.500879,2.205207
375999,0.942781,0.940000,0.904374,0.908505,38564.740326,3895.765303,42460.505629,2.212900
376999,0.942800,0.950000,0.904451,0.923882,38690.409720,3908.125939,42598.535659,2.221313
377999,0.942837,0.957000,0.904539,0.933416,38802.704857,3918.823624,42721.528481,2.228937
378999,0.942904,0.968000,0.904702,0.952109,38886.696066,3925.918138,42812.614204,2.234917
379999,0.942938,0.956000,0.904787,0.932700,38973.993250,3933.126664,42907.119914,2.241413
380999,0.942978,0.958000,0.904897,0.937038,39100.124929,3945.370229,43045.495158,2.250843
381999,0.943062,0.975000,0.905072,0.962682,39213.510484,3955.866832,43169.377316,2.259964
382999,0.943122,0.966000,0.905204,0.947668,39314.090119,3965.368367,43279.458486,2.267746
383999,0.943155,0.956000,0.905296,0.934819,39403.039191,3972.574346,43375.613537,2.274813
384999,0.943209,0.964000,0.905414,0.943683,39485.447759,3979.831936,43465.279695,2.281745
385999,0.943199,0.939000,0.905423,0.906877,39602.348323,3990.293628,43592.641951,2.291585
386999,0.943239,0.959000,0.905517,0.936485,39730.513325,4002.655498,43733.168823,2.302160
387999,0.943239,0.943000,0.905562,0.913662,39816.138606,4009.955645,43826.094251,2.309176
388999,0.943272,0.956000,0.905646,0.933039,39905.254186,4018.425214,43923.679401,2.315890
389999,0.943325,0.964000,0.905774,0.938394,40014.606753,4028.705732,44043.312486,2.324792
390999,0.943334,0.947000,0.905809,0.915159,40104.300167,4036.624071,44140.924239,2.331908
391999,0.943315,0.936000,0.905796,0.885396,40215.106764,4046.327852,44261.434616,2.340792
392999,0.943292,0.934000,0.905755,0.887801,40314.055329,4054.825315,44368.880644,2.347906
393999,0.943286,0.941000,0.905757,0.895518,40401.392926,4062.262633,44463.655559,2.353876
394999,0.943250,0.929000,0.905716,0.885079,40517.587071,4073.390043,44590.977114,2.361432
395999,0.943259,0.947000,0.905753,0.911878,40627.278401,4084.078520,44711.356921,2.368585
396999,0.943276,0.950000,0.905816,0.924023,40746.715635,4095.790051,44842.505686,2.377235
397999,0.943276,0.943000,0.905862,0.912399,40832.363824,4103.012318,44935.376142,2.383386
398999,0.943250,0.933000,0.905865,0.901841,40920.047309,4110.271574,45030.318883,2.389795
399999,0.943249,0.943000,0.905920,0.911172,41008.057247,4117.474352,45125.531599,2.396090
400999,0.943266,0.950000,0.905995,0.924482,41090.027157,4124.717261,45214.744417,2.401917
401999,0.943238,0.932000,0.906006,0.892212,41178.123276,4131.941836,45310.065112,2.408536
402999,0.943193,0.925000,0.905981,0.885530,41308.623000,4144.614255,45453.237255,2.418879
403999,0.943167,0.933000,0.906000,0.884477,41417.367459,4154.071075,45571.438534,2.428128
404999,0.943162,0.941000,0.906058,0.907759,41512.347610,4161.608165,45673.955775,2.435085
405999,0.943196,0.957000,0.906180,0.914174,41613.564089,4170.784974,45784.349064,2.442721
406999,0.943203,0.946000,0.906241,0.911056,41700.589815,4178.036366,45878.626181,2.449622
407999,0.943207,0.945000,0.906300,0.882075,41800.869969,4187.416695,45988.286665,2.457603
408999,0.943251,0.961000,0.906408,0.923639,41931.227167,4200.546078,46131.773245,2.467635
409999,0.943272,0.952000,0.906487,0.908753,42039.442584,4210.927591,46250.370175,2.475639
410999,0.943277,0.945000,0.906542,0.881100,42158.708196,4223.071432,46381.779628,2.484414
411999,0.943271,0.941000,0.906572,0.903372,42255.585438,4231.869950,46487.455388,2.491440
412999,0.943302,0.956000,0.906674,0.906503,42363.216310,4242.590657,46605.806966,2.498926
413999,0.943357,0.966000,0.906806,0.941898,42442.441983,4250.037012,46692.478995,2.504687
414999,0.943409,0.965000,0.906924,0.927280,42532.029262,4258.731651,46790.760913,2.511258
415999,0.943442,0.957000,0.906998,0.922768,42654.449297,4271.245612,46925.694910,2.520813
416999,0.943493,0.965000,0.907107,0.925431,42738.480386,4278.513924,47016.994310,2.527621
417999,0.943490,0.942000,0.907106,0.898074,42828.486800,4285.747121,47114.233922,2.535194
418999,0.943536,0.963000,0.907198,0.924524,42917.403653,4292.955835,47210.359488,2.543015
419999,0.943542,0.946000,0.907219,0.902603,43047.659886,4305.090096,47352.749982,2.553750
420999,0.943572,0.956000,0.907266,0.920046,43169.189376,4316.514605,47485.703981,2.563772
421999,0.943630,0.968000,0.907357,0.941094,43298.781330,4329.350619,47628.131950,2.575630
422999,0.943723,0.983000,0.907509,0.966378,43425.776080,4342.420336,47768.196416,2.587921
423999,0.943799,0.976000,0.907628,0.955356,43557.566093,4355.609853,47913.175946,2.601549
424999,0.943839,0.961000,0.907686,0.926796,43692.348599,4368.927323,48061.275922,2.615596
425999,0.943859,0.952000,0.907711,0.911779,43832.677911,4382.312718,48214.990629,2.630174
426999,0.943941,0.979000,0.907846,0.961221,43964.200585,4395.710224,48359.910810,2.644683
427999,0.944021,0.978000,0.907977,0.958236,44077.469283,4407.144718,48484.614002,2.654451
428999,0.944079,0.969000,0.908066,0.937727,44192.219881,4418.918946,48611.138827,2.664559
429999,0.944132,0.967000,0.908153,0.928767,44287.971321,4428.166713,48716.138035,2.672623
430999,0.944218,0.981000,0.908302,0.955694,44383.200149,4438.202716,48821.402865,2.679614
431999,0.944273,0.968000,0.908396,0.928039,44497.946307,4450.437050,48948.383357,2.688060
432999,0.944300,0.956000,0.908463,0.892809,44588.001160,4459.310058,49047.311218,2.693691
433999,0.944311,0.949000,0.908493,0.883392,44702.892685,4471.400028,49174.292713,2.700825
434999,0.944351,0.962000,0.908569,0.918032,44810.024646,4482.342969,49292.367615,2.707188
435999,0.944436,0.981000,0.908721,0.954995,44927.046677,4494.662717,49421.709394,2.714802
436999,0.944515,0.979000,0.908867,0.950521,45040.134990,4507.234826,49547.369816,2.722672
437999,0.944571,0.969000,0.908976,0.910742,45155.549775,4519.819289,49675.369064,2.730729
438999,0.944606,0.960000,0.909046,0.891018,45274.328766,4532.517226,49806.845993,2.739456
439999,0.944643,0.961000,0.909115,0.900738,45398.362295,4545.208695,49943.570990,2.749058
440999,0.944605,0.928000,0.909057,0.828012,45493.391001,4553.658180,50047.049181,2.756325
441999,0.944645,0.962000,0.909132,0.897853,45598.505892,4563.784345,50162.290237,2.762417
442999,0.944677,0.959000,0.909191,0.898672,45692.296824,4573.631929,50265.928753,2.766599
443999,0.944691,0.951000,0.909219,0.878901,45790.189158,4584.665807,50374.854965,2.770938
444999,0.944690,0.944000,0.909211,0.877561,45875.910279,4594.163977,50470.074255,2.774726
445999,0.944722,0.959000,0.909267,0.912460,45973.557249,4605.268601,50578.825851,2.778855
446999,0.944729,0.948000,0.909275,0.903383,46078.568306,4617.030678,50695.598985,2.783923
447999,0.944721,0.941000,0.909273,0.890365,46189.149637,4629.337842,50818.487480,2.789810
448999,0.944728,0.948000,0.909310,0.900782,46279.373013,4638.837746,50918.210760,2.793957
449999,0.944784,0.970000,0.909423,0.937372,46385.664863,4650.866366,51036.531229,2.799438
450999,0.944805,0.954000,0.909481,0.907962,46494.879447,4663.329742,51158.209190,2.805725
451999,0.944852,0.966000,0.909584,0.930531,46608.241292,4675.841851,51284.083143,2.812707
452999,0.944905,0.969000,0.909698,0.938066,46695.075511,4684.703991,51379.779503,2.817346
453999,0.944945,0.963000,0.909791,0.926828,46775.835508,4693.052172,51468.887681,2.822015
454999,0.944969,0.956000,0.909859,0.914765,46844.397812,4699.577967,51543.975780,2.826194
455999,0.945022,0.969000,0.909973,0.942537,46913.143263,4706.127758,51619.271021,2.830389
456999,0.945059,0.962000,0.910064,0.932034,47005.390588,4715.432072,51720.822660,2.836054
457999,0.945092,0.960000,0.910156,0.931304,47124.340636,4727.929503,51852.270139,2.844349
458999,0.945137,0.966000,0.910277,0.941925,47245.438546,4740.490848,51985.929394,2.853541
459999,0.945215,0.981000,0.910458,0.966990,47368.378648,4753.267892,52121.646540,2.863664
460999,0.945271,0.971000,0.910601,0.949486,47492.909062,4766.175967,52259.085029,2.874671
461999,0.945320,0.968000,0.910720,0.943227,47580.829604,4774.255534,52355.085138,2.882665
462999,0.945359,0.963000,0.910823,0.934318,47657.150456,4780.993060,52438.143516,2.889862
463999,0.945384,0.957000,0.910899,0.923917,47764.514095,4791.124461,52555.638557,2.898803
464999,0.945413,0.959000,0.910977,0.927687,47873.930503,4801.317683,52675.248187,2.908129
465999,0.945425,0.951000,0.911025,0.913731,47965.241420,4809.410624,52774.652044,2.914888
466999,0.945450,0.957000,0.911090,0.924150,48050.285706,4816.940075,52867.225781,2.921273
467999,0.945472,0.956000,0.911146,0.922059,48170.470007,4828.732315,52999.202323,2.930745
468999,0.945469,0.944000,0.911154,0.901791,48274.112450,4838.574133,53112.686583,2.938398
469999,0.945460,0.941000,0.911159,0.904783,48384.848175,4849.012420,53233.860596,2.946384
470999,0.945461,0.946000,0.911174,0.912495,48511.662110,4861.542176,53373.204285,2.954755
471999,0.945458,0.944000,0.911169,0.906100,48633.507522,4874.238692,53507.746215,2.963318
472999,0.945425,0.930000,0.911129,0.888415,48758.424380,4886.440119,53644.864499,2.972498
473999,0.945437,0.951000,0.911136,0.908336,48839.511833,4894.977848,53734.489681,2.975512
474999,0.945465,0.959000,0.911182,0.928160,48900.296088,4901.659048,53801.955136,2.977636
475999,0.945502,0.963000,0.911228,0.931949,49000.193290,4913.368143,53913.561432,2.981891
476999,0.945541,0.964000,0.911267,0.927672,49058.474242,4919.917338,53978.391581,2.984383
477999,0.945555,0.952000,0.911264,0.903946,49146.569979,4929.739276,54076.309255,2.988042
478999,0.945553,0.945000,0.911226,0.873469,49248.826591,4941.207713,54190.034304,2.992690
479999,0.945561,0.949000,0.911216,0.898803,49324.515494,4949.695992,54274.211486,2.996244
480999,0.945626,0.977000,0.911305,0.957121,49386.439117,4956.342692,54342.781809,2.999331
481999,0.945664,0.964000,0.911347,0.932815,49448.982656,4963.055184,54412.037840,3.002584
482999,0.945715,0.970000,0.911429,0.949009,49535.063793,4972.977885,54508.041678,3.006426
483999,0.945765,0.970000,0.911501,0.946840,49636.518516,4985.266275,54621.784791,3.011539
484999,0.945833,0.979000,0.911606,0.963524,49740.716001,4998.025990,54738.741991,3.017007
485999,0.945877,0.967000,0.911672,0.943409,49850.974372,5010.950162,54861.924534,3.023365
486999,0.945949,0.981000,0.911777,0.965930,49947.816231,5021.840665,54969.656896,3.028174
487999,0.946002,0.972000,0.911854,0.947207,50055.082569,5034.004593,55089.087162,3.033993
488999,0.946019,0.954000,0.911883,0.919433,50165.423699,5045.695680,55211.119379,3.040198
489999,0.946062,0.967000,0.911949,0.941118,50279.409016,5058.330127,55337.739143,3.046860
490999,0.946112,0.971000,0.912038,0.948418,50381.162074,5068.999420,55450.161493,3.053090
491999,0.946124,0.952000,0.912053,0.909451,50464.760417,5076.986143,55541.746560,3.057358
492999,0.946065,0.917000,0.911961,0.843356,50570.342357,5087.266090,55657.608447,3.063030
493999,0.946067,0.947000,0.911966,0.885060,50662.422569,5096.283840,55758.706409,3.067939
494999,0.946093,0.959000,0.912005,0.914697,50735.907810,5103.068918,55838.976728,3.072133
495999,0.946105,0.952000,0.912021,0.902692,50816.161352,5110.398322,55926.559674,3.076148
496999,0.946103,0.945000,0.912019,0.899120,50891.363832,5117.204490,56008.568321,3.080252
497999,0.946097,0.943000,0.912014,0.901649,50998.908294,5128.284294,56127.192588,3.083991
498999,0.946099,0.947000,0.912011,0.902908,51109.607422,5140.410344,56250.017766,3.088781
499999,0.946108,0.951000,0.912037,0.915512,51176.102299,5147.156596,56323.258895,3.091879
500999,0.946124,0.954000,0.912074,0.919093,51242.145201,5153.823287,56395.968488,3.095253
501999,0.946130,0.949000,0.912094,0.909621,51344.784288,5164.700339,56509.484627,3.100263
502999,0.946158,0.960000,0.912143,0.924374,51457.370034,5176.894529,56634.264563,3.106720
503999,0.946175,0.955000,0.912176,0.907404,51551.396586,5186.992671,56738.389257,3.111660
504999,0.946226,0.972000,0.912268,0.941759,51666.016914,5199.456596,56865.473510,3.118763
505999,0.946285,0.976000,0.912366,0.949957,51784.974097,5212.200199,56997.174296,3.127087
506999,0.946330,0.969000,0.912444,0.937784,51903.987815,5224.616101,57128.603917,3.136183
507999,0.946380,0.972000,0.912532,0.946590,51981.149385,5232.055589,57213.204974,3.140947
508999,0.946395,0.954000,0.912557,0.899993,52097.664708,5244.323194,57341.987902,3.149150
509999,0.946446,0.972000,0.912650,0.941575,52217.459866,5257.154232,57474.614097,3.158410
510999,0.946507,0.978000,0.912758,0.954807,52342.307127,5270.209569,57612.516696,3.168720
511999,0.946567,0.977000,0.912863,0.954516,52465.683784,5283.469490,57749.153274,3.179161
512999,0.946587,0.957000,0.912900,0.916916,52591.743198,5296.712419,57888.455616,3.189784
513999,0.946602,0.954000,0.912935,0.908668,52722.323945,5310.092320,58032.416266,3.201496
514999,0.946605,0.948000,0.912955,0.893635,52858.215989,5323.581716,58181.797705,3.214671
515999,0.946627,0.958000,0.913007,0.908426,52961.829712,5333.439273,58295.268985,3.224595
516999,0.946664,0.966000,0.913082,0.923955,53057.222225,5342.774864,58399.997088,3.231183
517999,0.946703,0.967000,0.913160,0.928037,53178.224839,5355.466689,58533.691529,3.240623
518999,0.946742,0.967000,0.913233,0.925429,53307.449398,5368.491621,58675.941019,3.251631
519999,0.946780,0.966000,0.913296,0.922780,53442.992471,5381.747446,58824.739916,3.264029
520999,0.946830,0.973000,0.913377,0.940178,53547.231221,5391.936390,58939.167610,3.271984
521999,0.946884,0.975000,0.913461,0.942321,53665.767191,5404.472878,59070.240068,3.281909
