# TEST CONFIGURATION BEGIN
# FileStream(filename='elec.csv', target_idx=-1, n_targets=1, cat_features=None)
# [ARD] AdaptiveRandomForest(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.001), grace_period=10, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.1, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.005, warning_detection_method=ADWIN(delta=0.01))
# EvaluatePrequentialAndAdapt(batch_size=1, data_points_for_classification=False, max_samples=45312, max_time=inf, metaKB={0.0: 60, 0.1: 30, 0.2: 30, 0.3: 30, 0.4: 60, 0.5: 70, 0.6: 60, 0.7: 30, 0.8: 30, 0.9: 30}, metrics=['accuracy', 'kappa', 'running_time', 'ram_hours'], n_wait=50, output_file='Electricity_AdativeSetting_Trees_Adapt_Drift_ARDClassic_Run0.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARD],current_acc_[ARD],mean_kappa_[ARD],current_kappa_[ARD],training_time_[ARD],testing_time_[ARD],total_running_time_[ARD],ram_hours_[ARD]
13299,0.867328,0.840000,0.731602,0.683544,1049.736178,65.104614,1114.840792,0.031196
13349,0.867529,0.920000,0.732041,0.840764,1055.199244,65.268416,1120.467661,0.031482
13399,0.867727,0.920000,0.732553,0.810964,1059.454779,65.429769,1124.884548,0.031707
13449,0.867698,0.860000,0.732488,0.720000,1064.384541,65.593465,1129.978007,0.031968
13499,0.867368,0.780000,0.731763,0.487896,1069.654833,65.760071,1135.414905,0.032248
13549,0.867116,0.800000,0.731238,0.605678,1075.310962,65.926219,1141.237180,0.032548
13599,0.867239,0.900000,0.731513,0.800638,1079.603536,66.091782,1145.695318,0.032779
13649,0.867361,0.900000,0.731767,0.801272,1083.462842,66.256557,1149.719398,0.032988
13699,0.867556,0.920000,0.732242,0.826389,1088.662450,66.418929,1155.081380,0.033267
13749,0.867823,0.940000,0.732857,0.871355,1092.745939,66.582100,1159.328040,0.033489
13799,0.867941,0.900000,0.733138,0.800000,1097.660132,66.747763,1164.407896,0.033755
13849,0.867766,0.820000,0.732802,0.651163,1102.177385,66.910182,1169.087567,0.034001
13899,0.868029,0.940000,0.733335,0.878837,1106.338231,67.074372,1173.412604,0.034228
13949,0.868218,0.920000,0.733783,0.831366,1111.118590,67.238957,1178.357548,0.034483
13999,0.868406,0.920000,0.734149,0.836868,1115.121125,67.404492,1182.525616,0.034698
14049,0.867798,0.700000,0.732940,0.449339,1121.684179,67.568097,1189.252276,0.035046
14099,0.867554,0.800000,0.732519,0.572650,1126.437181,67.730363,1194.167544,0.035301
14149,0.866810,0.660000,0.730928,0.097665,1133.762557,67.895530,1201.658087,0.035690
14199,0.866929,0.900000,0.731220,0.795417,1138.125146,68.060120,1206.185266,0.035927
14249,0.866975,0.880000,0.731249,0.704724,1143.804271,68.226343,1212.030614,0.036234
14299,0.866738,0.800000,0.730763,0.609984,1148.751169,68.394067,1217.145236,0.036503
14349,0.866360,0.760000,0.729931,0.444444,1154.176538,68.552057,1222.728595,0.036798
14399,0.866197,0.820000,0.729473,0.257426,1157.767897,68.701059,1226.468956,0.036995
14449,0.865895,0.780000,0.728907,0.572317,1162.500570,68.863818,1231.364388,0.037255
14499,0.866084,0.920000,0.729317,0.840764,1168.063312,69.028990,1237.092302,0.037560
14549,0.865575,0.720000,0.728228,0.363636,1173.747263,69.194243,1242.941506,0.037872
14599,0.865000,0.700000,0.727033,0.413146,1180.305076,69.359631,1249.664707,0.038233
14649,0.864983,0.860000,0.727053,0.716370,1185.224126,69.521108,1254.745234,0.038506
14699,0.865034,0.880000,0.727146,0.757282,1190.672236,69.674793,1260.347029,0.038804
14749,0.865361,0.960000,0.727740,0.900990,1194.544094,69.827705,1264.371800,0.039019
14799,0.865548,0.920000,0.728154,0.840000,1199.716605,69.986844,1269.703449,0.039305
14849,0.865802,0.940000,0.728502,-0.027397,1202.905401,70.142289,1273.047690,0.039485
14899,0.865442,0.760000,0.727691,0.390244,1207.837856,70.298990,1278.136846,0.039759
14949,0.865085,0.760000,0.726908,0.465241,1213.563973,70.458701,1284.022674,0.040077
14999,0.864392,0.660000,0.725408,0.127310,1218.746036,70.617236,1289.363272,0.040366
15049,0.863838,0.700000,0.724249,0.400000,1224.859297,70.774547,1295.633845,0.040706
15099,0.863087,0.640000,0.722761,0.331352,1231.877265,70.936927,1302.814192,0.041097
15149,0.862609,0.720000,0.721757,0.401709,1238.298525,71.100135,1309.398660,0.041457
15199,0.862667,0.880000,0.721907,0.763033,1243.476484,71.265610,1314.742094,0.041749
15249,0.862326,0.760000,0.721230,0.545455,1248.839562,71.430985,1320.270547,0.042053
15299,0.862583,0.940000,0.721744,0.877651,1252.945927,71.594894,1324.540821,0.042289
15349,0.862904,0.960000,0.722227,0.484536,1256.563372,71.752726,1328.316098,0.042497
15399,0.862632,0.780000,0.721619,0.513274,1262.760094,71.909594,1334.669688,0.042849
15449,0.862689,0.880000,0.721614,0.565217,1266.993824,72.067233,1339.061058,0.043093
15499,0.861895,0.620000,0.719918,0.108818,1274.200368,72.229991,1346.430359,0.043503
15549,0.861694,0.800000,0.719466,0.566724,1280.243269,72.392365,1352.635634,0.043849
15599,0.861429,0.780000,0.718908,0.560000,1285.169560,72.554915,1357.724475,0.044135
15649,0.861165,0.780000,0.718230,0.000000,1289.437914,72.706906,1362.144820,0.044383
15699,0.860129,0.540000,0.716085,0.160584,1296.702037,72.862547,1369.564584,0.044801
15749,0.859357,0.620000,0.714426,0.020619,1304.230782,73.017999,1377.248782,0.045234
15799,0.858462,0.580000,0.712594,0.255319,1312.480611,73.176883,1385.657494,0.045708
15849,0.858147,0.760000,0.711831,0.193548,1316.814601,73.329724,1390.144325,0.045961
15899,0.857197,0.560000,0.709866,0.193548,1324.436585,73.493154,1397.929738,0.046402
15949,0.857016,0.800000,0.709426,0.519231,1331.451914,73.655573,1405.107487,0.046810
15999,0.856646,0.740000,0.708676,0.494557,1339.088990,73.822002,1412.910992,0.047249
16049,0.856782,0.900000,0.708805,0.561404,1345.506052,73.977649,1419.483701,0.047620
16099,0.856164,0.660000,0.707486,0.275980,1352.957005,74.139740,1427.096745,0.048050
16149,0.856176,0.860000,0.707533,0.722662,1360.108132,74.306764,1434.414895,0.048466
16199,0.856313,0.900000,0.707772,0.781086,1367.323357,74.474998,1441.798355,0.048882
16249,0.856262,0.840000,0.707778,0.646018,1374.910798,74.643248,1449.554046,0.049320
16299,0.856149,0.820000,0.707569,0.651163,1381.643627,74.811610,1456.455237,0.049711
16349,0.856099,0.840000,0.707351,0.519231,1389.874327,74.978099,1464.852426,0.050190
16399,0.855370,0.620000,0.705835,0.222586,1397.711867,75.140629,1472.852495,0.050625
16449,0.854708,0.640000,0.704585,0.328358,1404.641400,75.301548,1479.942948,0.050895
16499,0.855031,0.960000,0.705110,0.851190,1409.812937,75.551267,1485.364204,0.051029
16549,0.854801,0.780000,0.704646,0.565561,1415.760930,75.817089,1491.578019,0.051184
16599,0.855244,1.000000,0.705567,1.000000,1421.018228,76.089019,1497.107248,0.051325
16649,0.855684,1.000000,0.706321,1.000000,1425.591286,76.359978,1501.951264,0.051448
16699,0.855818,0.900000,0.706422,0.260355,1430.830369,76.630041,1507.460410,0.051590
16749,0.855468,0.740000,0.705578,0.099723,1436.841659,76.899038,1513.740697,0.051754
16799,0.855301,0.800000,0.705236,0.600000,1440.495760,77.056473,1517.552233,0.051850
16849,0.855435,0.900000,0.705399,0.698795,1444.542425,77.220739,1521.763164,0.051945
16899,0.855629,0.920000,0.705788,0.836066,1449.377732,77.480210,1526.857941,0.052061
16949,0.855821,0.920000,0.706172,0.836066,1453.800108,77.742817,1531.542925,0.052163
16999,0.856071,0.940000,0.706496,0.380165,1457.733303,78.000773,1535.734076,0.052255
17049,0.856024,0.840000,0.706288,0.519231,1461.698101,78.266247,1539.964348,0.052350
17099,0.856272,0.940000,0.706686,0.820144,1465.396529,78.532799,1543.929328,0.052439
17149,0.856283,0.860000,0.706772,0.720000,1470.569758,78.805726,1549.375485,0.052563
17199,0.856588,0.960000,0.707258,0.851632,1475.079011,79.085756,1554.164767,0.052668
17249,0.856950,0.980000,0.707877,0.935065,1479.019316,79.365638,1558.384954,0.052763
17299,0.856784,0.800000,0.707617,0.600000,1482.527535,79.631551,1562.159087,0.052847
17349,0.856735,0.840000,0.707377,0.431818,1487.314126,79.912920,1567.227046,0.052962
17399,0.856453,0.760000,0.706744,0.465241,1492.269993,80.187922,1572.457914,0.053083
17449,0.856406,0.840000,0.706697,0.684044,1496.976212,80.462181,1577.438393,0.053199
17499,0.856705,0.960000,0.707386,0.918033,1500.864791,80.740036,1581.604827,0.053298
17549,0.856830,0.900000,0.707777,0.760077,1504.497494,81.018248,1585.515742,0.053391
17599,0.856667,0.800000,0.707433,0.605678,1508.516893,81.305238,1589.822130,0.053496
17649,0.856905,0.940000,0.707999,0.876033,1512.098919,81.593128,1593.692047,0.053591
17699,0.856800,0.820000,0.707817,0.651163,1516.132825,81.878852,1598.011677,0.053698
17749,0.857094,0.960000,0.708526,0.911032,1519.413027,82.162831,1601.575858,0.053787
17799,0.857102,0.860000,0.708548,0.722662,1522.750997,82.444706,1605.195703,0.053878
17849,0.857450,0.980000,0.709306,0.959872,1525.970021,82.730652,1608.700673,0.053967
17899,0.857514,0.880000,0.709427,0.757282,1529.694450,83.017786,1612.712236,0.054069
17949,0.857859,0.980000,0.710103,0.957118,1533.750998,83.312376,1617.063374,0.054181
17999,0.857697,0.800000,0.709687,0.480249,1537.447574,83.605629,1621.053204,0.054285
18049,0.857703,0.860000,0.709712,0.720000,1541.822474,83.902520,1625.724995,0.054407
18099,0.857598,0.820000,0.709371,0.336283,1545.249103,84.192301,1629.441404,0.054505
18149,0.857270,0.740000,0.708605,0.288840,1548.841272,84.481695,1633.322967,0.054608
18199,0.857111,0.800000,0.708300,0.607535,1553.037910,84.779976,1637.817886,0.054728
18249,0.857285,0.920000,0.708613,0.821747,1557.195127,85.081212,1642.276340,0.054848
18299,0.857569,0.960000,0.709104,0.890591,1561.101630,85.386825,1646.488455,0.054963
18349,0.857521,0.840000,0.708958,0.642857,1565.112603,85.692084,1650.804686,0.055080
18399,0.857363,0.800000,0.708541,0.449339,1569.056474,85.995478,1655.051952,0.055196
18449,0.857425,0.880000,0.708552,0.603175,1572.912159,86.305171,1659.217330,0.055311
18499,0.857596,0.920000,0.708824,0.793814,1575.080183,86.476191,1661.556374,0.055372
18549,0.857820,0.940000,0.709207,0.847870,1577.421292,86.635482,1664.056774,0.055436
18599,0.858098,0.960000,0.709686,0.890591,1579.309058,86.793175,1666.102233,0.055490
18649,0.858320,0.940000,0.710076,0.854932,1581.230385,86.953718,1668.184103,0.055542
18699,0.858595,0.960000,0.710676,0.920128,1583.634244,87.114690,1670.748934,0.055607
18749,0.858922,0.980000,0.711299,0.954792,1585.488936,87.273224,1672.762160,0.055658
18799,0.859194,0.960000,0.711766,0.890591,1587.271274,87.428901,1674.700175,0.055707
18849,0.859357,0.920000,0.712139,0.841017,1589.314468,87.584472,1676.898940,0.055763
18899,0.859626,0.960000,0.712743,0.919614,1591.297791,87.738782,1679.036573,0.055814
18949,0.859840,0.940000,0.713125,0.860335,1593.522183,87.898967,1681.421149,0.055867
18999,0.859947,0.900000,0.713273,0.749499,1595.569296,88.060317,1683.629613,0.055917
19049,0.859257,0.600000,0.711814,0.200000,1598.249092,88.224359,1686.473451,0.055981
19099,0.858413,0.540000,0.710131,0.240423,1601.027874,88.386082,1689.413956,0.056047
19149,0.858206,0.780000,0.709812,0.543947,1603.771998,88.544402,1692.316400,0.056112
19199,0.858211,0.860000,0.709926,0.693520,1606.562256,88.701728,1695.263983,0.056177
19249,0.858425,0.940000,0.710413,0.879615,1609.122671,88.857442,1697.980113,0.056236
19299,0.858534,0.900000,0.710587,0.776386,1611.558367,89.015250,1700.573616,0.056293
19349,0.858695,0.920000,0.710888,0.827586,1613.830684,89.173517,1703.004202,0.056347
19399,0.859010,0.980000,0.711518,0.957983,1616.121304,89.331031,1705.452335,0.056401
19449,0.858442,0.640000,0.710279,0.162011,1619.368602,89.488958,1708.857560,0.056477
19499,0.858342,0.820000,0.710130,0.650078,1622.060865,89.645852,1711.706717,0.056541
19549,0.858553,0.940000,0.710630,0.877651,1624.059007,89.801850,1713.860857,0.056589
19599,0.858763,0.940000,0.711060,0.877651,1626.399526,89.959172,1716.358698,0.056645
19649,0.858972,0.940000,0.711455,0.868651,1628.618620,90.118680,1718.737300,0.056695
19699,0.859231,0.960000,0.712045,0.918963,1630.831075,90.278083,1721.109158,0.056746
19749,0.859284,0.880000,0.712072,0.677419,1633.208056,90.437318,1723.645375,0.056800
19799,0.859082,0.780000,0.711723,0.576271,1635.905583,90.592044,1726.497626,0.056860
19849,0.859033,0.840000,0.711744,0.642857,1638.281179,90.746117,1729.027296,0.056910
19899,0.859289,0.960000,0.712266,0.918033,1640.620071,90.902568,1731.522639,0.056959
19949,0.859646,1.000000,0.713036,1.000000,1642.608338,91.059146,1733.667484,0.057002
19999,0.859848,0.940000,0.713432,0.874372,1644.552268,91.217348,1735.769616,0.057044
20049,0.859748,0.820000,0.713181,0.594595,1647.008571,91.377778,1738.386349,0.057096
20099,0.859447,0.740000,0.712630,0.508321,1649.721495,91.536665,1741.258160,0.057153
20149,0.859449,0.860000,0.712753,0.680073,1652.008611,91.688598,1743.697209,0.057202
20199,0.859450,0.860000,0.712863,0.684685,1654.506965,91.848667,1746.355632,0.057251
20249,0.859052,0.700000,0.712187,0.200426,1657.422020,92.013235,1749.435255,0.057305
20299,0.859204,0.920000,0.712424,0.792531,1660.717373,92.241478,1752.958850,0.057355
20349,0.859355,0.920000,0.712661,0.792531,1664.659529,92.550954,1757.210483,0.057416
20399,0.859356,0.860000,0.712591,0.653465,1667.287405,92.717015,1760.004421,0.057455
20449,0.859556,0.940000,0.712878,0.764890,1669.807322,92.873946,1762.681267,0.057493
20499,0.859113,0.680000,0.712022,0.393939,1672.642077,93.030564,1765.672641,0.057536
20549,0.859066,0.840000,0.712047,0.625468,1675.332474,93.187771,1768.520245,0.057577
20599,0.859118,0.880000,0.712029,0.501661,1678.068003,93.343235,1771.411238,0.057618
20649,0.859071,0.840000,0.711953,0.686028,1680.719385,93.497119,1774.216504,0.057658
20699,0.859122,0.880000,0.712034,0.747049,1683.339183,93.648424,1776.987607,0.057698
20749,0.859027,0.820000,0.711784,0.588665,1685.927333,93.803607,1779.730940,0.057738
20799,0.859126,0.900000,0.711872,0.615385,1688.087109,93.955884,1782.042993,0.057768
20849,0.859177,0.880000,0.712097,0.719101,1690.482539,94.107385,1784.589924,0.057801
20899,0.859275,0.900000,0.712249,0.766355,1692.800048,94.260545,1787.060593,0.057834
20949,0.859373,0.900000,0.712429,0.787776,1694.981800,94.414870,1789.396670,0.057861
20999,0.859519,0.920000,0.712707,0.830221,1698.086858,94.681610,1792.768467,0.057900
21049,0.859472,0.840000,0.712586,0.669421,1700.802620,94.927330,1795.729950,0.057934
21099,0.859330,0.800000,0.712203,0.429224,1702.887667,95.082205,1797.969872,0.057960
21149,0.859618,0.980000,0.712735,0.951456,1704.905794,95.231603,1800.137397,0.057986
21199,0.859619,0.860000,0.712683,0.680073,1706.857542,95.380535,1802.238077,0.058011
21249,0.859382,0.760000,0.712180,0.528302,1709.059678,95.532645,1804.592322,0.058039
21299,0.859384,0.860000,0.712146,0.698795,1711.014751,95.683993,1806.698743,0.058064
21349,0.859669,0.980000,0.712637,0.939759,1712.866917,95.836819,1808.703736,0.058088
21399,0.859858,0.940000,0.712909,0.766355,1714.647811,95.989596,1810.637408,0.058112
21449,0.860094,0.960000,0.713288,0.864865,1716.723446,96.141223,1812.864669,0.058139
21499,0.860235,0.920000,0.713438,0.563319,1718.638876,96.296708,1814.935584,0.058162
21549,0.859859,0.700000,0.712576,0.149660,1720.866296,96.460153,1817.326449,0.058189
21599,0.859533,0.720000,0.711835,0.306931,1723.245604,96.618599,1819.864203,0.058215
21649,0.859254,0.740000,0.711239,0.457429,1725.434921,96.775990,1822.210911,0.058239
21699,0.859209,0.840000,0.711169,0.684044,1727.615055,96.926319,1824.541374,0.058264
21749,0.859350,0.920000,0.711419,0.823009,1729.947447,97.081460,1827.028907,0.058287
21799,0.859630,0.980000,0.711854,0.897959,1731.743635,97.235847,1828.979482,0.058305
21849,0.859446,0.780000,0.711372,0.281984,1733.785451,97.388291,1831.173742,0.058325
21899,0.859585,0.920000,0.711666,0.837925,1735.732205,97.538450,1833.270655,0.058345
21949,0.859678,0.900000,0.711787,0.749499,1737.983952,97.693844,1835.677796,0.058368
21999,0.859862,0.940000,0.712107,0.854369,1739.840453,97.847397,1837.687851,0.058388
22049,0.859497,0.700000,0.711290,0.285714,1741.940904,98.002410,1839.943314,0.058409
22099,0.859269,0.760000,0.710911,0.491525,1744.124173,98.148762,1842.272936,0.058432
22149,0.859362,0.900000,0.710954,0.390244,1746.126342,98.303352,1844.429695,0.058453
22199,0.859273,0.820000,0.710754,0.626866,1748.180007,98.455408,1846.635414,0.058475
22249,0.859410,0.920000,0.711008,0.827586,1750.331260,98.608672,1848.939932,0.058498
22299,0.859548,0.920000,0.711284,0.834437,1752.470450,98.762193,1851.232643,0.058521
22349,0.859639,0.900000,0.711466,0.794069,1754.593876,98.916412,1853.510288,0.058544
22399,0.859910,0.980000,0.712020,0.958678,1756.659616,99.072014,1855.731629,0.058567
22449,0.860180,0.980000,0.712439,0.897959,1758.578617,99.227414,1857.806032,0.058588
22499,0.859552,0.580000,0.711067,0.000000,1760.900272,99.387199,1860.287471,0.058614
22549,0.858300,0.300000,0.708585,0.047878,1763.822839,99.547305,1863.370144,0.058642
22599,0.858170,0.800000,0.708303,0.578415,1766.258157,99.704755,1865.962912,0.058666
22649,0.858307,0.920000,0.708527,0.803150,1768.232400,99.861847,1868.094247,0.058686
22699,0.858356,0.880000,0.708568,0.707602,1770.422978,100.019528,1870.442506,0.058707
22749,0.858359,0.860000,0.708505,0.636175,1772.478033,100.176632,1872.654665,0.058727
22799,0.858097,0.740000,0.707970,0.480000,1774.961244,100.327022,1875.288266,0.058749
22849,0.858322,0.960000,0.708568,0.900794,1777.056764,100.472069,1877.528832,0.058767
22899,0.858458,0.920000,0.708890,0.840764,1779.036668,100.619287,1879.655955,0.058785
22949,0.858593,0.920000,0.709239,0.836066,1781.132248,100.769404,1881.901652,0.058804
22999,0.858509,0.820000,0.709003,0.549098,1783.149012,100.923160,1884.072172,0.058822
23049,0.858381,0.800000,0.708721,0.584027,1785.409415,101.079850,1886.489265,0.058843
23099,0.858253,0.800000,0.708423,0.560633,1787.498535,101.233791,1888.732326,0.058862
23149,0.858431,0.940000,0.708654,0.693878,1789.522934,101.384118,1890.907053,0.058881
23199,0.858174,0.740000,0.708253,0.424779,1792.088193,101.536976,1893.625169,0.058904
23249,0.858221,0.880000,0.708390,0.763033,1794.353335,101.741959,1896.095294,0.058915
23299,0.858268,0.880000,0.708417,0.688797,1796.813760,101.929971,1898.743731,0.058926
23349,0.858445,0.940000,0.708620,0.380165,1798.558460,102.080969,1900.639429,0.058934
23399,0.858448,0.860000,0.708505,0.406780,1800.272851,102.234684,1902.507535,0.058942
23449,0.858280,0.780000,0.708056,0.281984,1802.157044,102.388389,1904.545433,0.058951
23499,0.858283,0.860000,0.708003,0.653465,1804.037659,102.538344,1906.576002,0.058960
23549,0.857944,0.700000,0.707394,0.432678,1805.915347,102.689360,1908.604707,0.058969
23599,0.857650,0.720000,0.706864,0.425287,1808.017186,102.840214,1910.857400,0.058979
23649,0.857441,0.760000,0.706411,0.479167,1810.215755,102.990010,1913.205765,0.058989
23699,0.857617,0.940000,0.706723,0.860335,1812.101920,103.137158,1915.239078,0.058998
23749,0.857877,0.980000,0.707113,0.878049,1813.891197,103.289738,1917.180935,0.059006
23799,0.857839,0.840000,0.706898,0.145299,1815.895511,103.443409,1919.338920,0.059016
23849,0.857463,0.680000,0.706027,0.043062,1818.057374,103.597859,1921.655233,0.059027
23899,0.857384,0.820000,0.705947,0.631751,1820.168314,103.750551,1923.918865,0.059038
23949,0.857389,0.860000,0.706114,0.610245,1822.308015,103.901211,1926.209225,0.059049
23999,0.857227,0.780000,0.705914,0.448898,1824.418460,104.052816,1928.471276,0.059060
24049,0.857149,0.820000,0.705725,0.604569,1826.578409,104.204789,1930.783198,0.059071
24099,0.857406,0.980000,0.706295,0.960000,1828.337357,104.352291,1932.689648,0.059081
24149,0.857662,0.980000,0.706645,0.000000,1830.215388,104.506999,1934.722386,0.059092
24199,0.857458,0.760000,0.706122,0.193548,1832.401839,104.666332,1937.068171,0.059104
24249,0.857464,0.860000,0.706115,0.700855,1834.596670,104.817752,1939.414422,0.059117
24299,0.857552,0.900000,0.706372,0.794069,1836.579060,104.965565,1941.544625,0.059128
24349,0.857557,0.860000,0.706366,0.711697,1838.637580,105.115844,1943.753424,0.059140
24399,0.857521,0.840000,0.706147,-0.063830,1840.780874,105.272190,1946.053064,0.059152
24449,0.857608,0.900000,0.706170,0.000000,1842.817450,105.425997,1948.243448,0.059163
24499,0.857037,0.580000,0.704934,0.093264,1844.981085,105.583108,1950.564193,0.059176
24549,0.856756,0.720000,0.704367,0.468085,1847.153144,105.740922,1952.894066,0.059188
24599,0.856803,0.880000,0.704320,0.222798,1849.135064,105.897448,1955.032512,0.059200
24649,0.856605,0.760000,0.703834,0.354839,1851.338441,106.059331,1957.397772,0.059214
24699,0.856490,0.800000,0.703605,0.600000,1853.542305,106.216007,1959.758312,0.059227
24749,0.856456,0.840000,0.703669,0.625468,1855.777703,106.371378,1962.149082,0.059240
24799,0.856423,0.840000,0.703499,0.519231,1857.915173,106.526848,1964.442021,0.059253
24849,0.856471,0.880000,0.703516,0.657534,1859.957278,106.680520,1966.637798,0.059266
24899,0.856437,0.840000,0.703573,0.642857,1862.144770,106.833055,1968.977825,0.059280
24949,0.856404,0.840000,0.703626,0.630314,1864.059018,106.981092,1971.040109,0.059292
24999,0.856089,0.700000,0.702968,0.392220,1866.527812,107.136220,1973.664032,0.059308
25049,0.856097,0.860000,0.703004,0.720000,1868.809291,107.290240,1976.099531,0.059323
25099,0.856225,0.920000,0.703190,0.782609,1871.123152,107.444393,1978.567545,0.059338
25149,0.856232,0.860000,0.703059,0.000000,1873.229790,107.600640,1980.830429,0.059352
25199,0.855840,0.660000,0.702322,0.384949,1875.501273,107.756729,1983.258001,0.059368
25249,0.855449,0.660000,0.701551,0.360902,1877.939410,107.912578,1985.851988,0.059385
25299,0.855538,0.900000,0.701837,0.780316,1880.147027,108.064951,1988.211977,0.059401
25349,0.855388,0.780000,0.701579,0.576271,1882.514912,108.217756,1990.732668,0.059418
25399,0.855317,0.820000,0.701388,0.579439,1884.850164,108.373550,1993.223714,0.059434
25449,0.855446,0.920000,0.701632,0.827586,1887.241198,108.529863,1995.771061,0.059451
25499,0.855652,0.960000,0.702129,0.918033,1889.418655,108.680676,1998.099331,0.059467
25549,0.855582,0.820000,0.701869,0.294671,1891.660137,108.835787,2000.495924,0.059482
25599,0.855748,0.940000,0.702369,0.831461,1893.856350,108.987579,2002.843928,0.059498
25649,0.855639,0.800000,0.702206,0.605678,1895.982281,109.140928,2005.123210,0.059513
25699,0.855765,0.920000,0.702486,0.838969,1898.203860,109.298771,2007.502631,0.059529
25749,0.856008,0.980000,0.702994,0.959217,1900.318004,109.454666,2009.772670,0.059544
25799,0.856289,1.000000,0.703509,1.000000,1902.255301,109.609314,2011.864615,0.059558
25849,0.856101,0.760000,0.703039,0.311927,1904.375740,109.765185,2014.140925,0.059574
25899,0.855837,0.720000,0.702616,0.409781,1906.657881,109.917926,2016.575807,0.059591
25949,0.856117,1.000000,0.703213,1.000000,1908.784384,110.072931,2018.857314,0.059607
25999,0.856318,0.960000,0.703530,0.864499,1910.902572,110.227962,2021.130534,0.059623
26049,0.856557,0.980000,0.703996,0.956063,1912.890736,110.383523,2023.274259,0.059638
26099,0.856602,0.880000,0.704130,0.763407,1914.797401,110.536020,2025.333421,0.059653
26149,0.856802,0.960000,0.704374,0.000000,1916.920109,110.694835,2027.614944,0.059670
26199,0.856731,0.820000,0.704240,0.640000,1919.128220,110.852279,2029.980499,0.059687
26249,0.856583,0.780000,0.703867,0.418605,1921.308794,111.009944,2032.318739,0.059704
26299,0.856782,0.960000,0.704171,0.851632,1923.375794,111.164248,2034.540042,0.059721
26349,0.856788,0.860000,0.704213,0.724409,1925.470367,111.319948,2036.790314,0.059738
26399,0.856985,0.960000,0.704625,0.918033,1927.370992,111.473796,2038.844788,0.059753
26449,0.857143,0.940000,0.705010,0.878837,1929.723149,111.628151,2041.351300,0.059772
26499,0.857262,0.920000,0.705204,0.803150,1932.023838,111.785502,2043.809339,0.059791
26549,0.857154,0.800000,0.704907,0.449339,1934.239095,111.941415,2046.180510,0.059809
26599,0.857273,0.920000,0.705206,0.838969,1936.144089,112.091099,2048.235188,0.059825
26649,0.857316,0.880000,0.705335,0.763033,1938.193493,112.239606,2050.433099,0.059842
26699,0.857019,0.700000,0.704676,0.306839,1940.709671,112.397233,2053.106904,0.059863
26749,0.857062,0.880000,0.704836,0.754098,1942.835665,112.552121,2055.387786,0.059882
26799,0.857256,0.960000,0.705237,0.918033,1944.871054,112.704742,2057.575796,0.059899
26849,0.857411,0.940000,0.705442,0.734982,1946.937819,112.861450,2059.799269,0.059918
26899,0.857228,0.760000,0.705093,0.543379,1949.152655,113.017403,2062.170058,0.059937
26949,0.857458,0.980000,0.705608,0.960000,1951.381435,113.173993,2064.555428,0.059957
26999,0.857575,0.920000,0.705913,0.838710,1953.493534,113.330977,2066.824511,0.059976
27049,0.857728,0.940000,0.706287,0.879227,1955.682082,113.486673,2069.168756,0.059996
27099,0.857844,0.920000,0.706669,0.782609,1957.899666,113.640728,2071.540394,0.060016
27149,0.857662,0.760000,0.706312,0.545455,1960.378733,113.802937,2074.181670,0.060039
27199,0.857815,0.940000,0.706714,0.871355,1962.688730,113.961457,2076.650187,0.060061
27249,0.857967,0.940000,0.707138,0.860335,1964.922778,114.111906,2079.034684,0.060082
27299,0.858118,0.940000,0.707509,0.878049,1967.009706,114.258169,2081.267874,0.060101
27349,0.857680,0.620000,0.706652,0.324324,1969.486590,114.411961,2083.898551,0.060125
27399,0.857206,0.600000,0.705579,-0.039501,1972.136417,114.568684,2086.705101,0.060150
27449,0.857394,0.960000,0.705835,0.729730,1974.366190,114.723728,2089.089918,0.060171
27499,0.857179,0.740000,0.705304,0.177215,1976.667912,114.881896,2091.549809,0.060193
27549,0.856709,0.600000,0.704279,0.100719,1979.067334,115.041986,2094.109321,0.060216
27599,0.856679,0.840000,0.704286,0.676375,1982.127454,115.227814,2097.355267,0.060245
27649,0.856685,0.860000,0.704320,0.719101,1986.380074,115.538977,2101.919051,0.060286
27699,0.856945,1.000000,0.704694,0.000000,1989.786906,115.852441,2105.639347,0.060321
27749,0.856443,0.580000,0.703694,0.283765,1992.582519,116.023281,2108.605801,0.060348
27799,0.856594,0.940000,0.703996,0.873950,1994.934112,116.177266,2111.111377,0.060370
27849,0.856781,0.960000,0.704415,0.920128,1997.212070,116.330491,2113.542561,0.060392
27899,0.856895,0.920000,0.704601,0.803150,1999.668401,116.485035,2116.153437,0.060417
27949,0.856865,0.840000,0.704447,0.459459,2002.330669,116.640131,2118.970800,0.060443
27999,0.856835,0.840000,0.704274,0.285714,2004.600373,116.798151,2121.398524,0.060466
28049,0.856625,0.740000,0.703809,0.436742,2007.100393,116.954614,2124.055006,0.060491
